,link_item,data_product_id_list,data_product_id,name_comment,content_comment,product_variant,datetime_comment,rating
36,https://hasaki.vn/san-pham/mau-nhuom-l-oreal-duong-toc-phu-bac-01-den-tu-nhien-172ml-93123.html,"['94153', '93123', '3677', '94151', '3675', '3679', '93125', '3680', '2886', '3676', '2889', '4766', '61111']",93123,Thuy Duong Cao,"Màu pearly brown nhuộm lên có ánh tím nhẹ, với thuốc nhuộm của Loreal muốn lên màu rõ mng phải để thuốc cỡ 45-50p, được cái dưỡng tốt, nhuộm xong không có bị khô nên vẫn tin dùng dù màu chỉ bền cỡ 6 tháng hơn",Màu Nhuộm L'Oreal Dưỡng Tóc Phủ Bạc 4.2 Nâu Ánh Tím 172ml,17: 01 | 06/01/2023,5.0
37,https://hasaki.vn/san-pham/mau-nhuom-l-oreal-duong-toc-phu-bac-01-den-tu-nhien-172ml-93123.html,"['94153', '93123', '3677', '94151', '3675', '3679', '93125', '3680', '2886', '3676', '2889', '4766', '61111']",93123,Kha Gấu,"Chọn 6.35 có thấy phủ bạc nhưng nó ra đen thui, ko lên màu hổ phách",Màu Nhuộm L'Oreal Dưỡng Tóc Phủ Bạc 6.35 Nâu Hổ Phách 172ml Đã mua hàng online,13: 59 | 24/11/2022,2.0
38,https://hasaki.vn/san-pham/mau-nhuom-l-oreal-duong-toc-phu-bac-01-den-tu-nhien-172ml-93123.html,"['94153', '93123', '3677', '94151', '3675', '3679', '93125', '3680', '2886', '3676', '2889', '4766', '61111']",93123,Hằng Phan,Không hiểu sao mình đã chọn màu vàng sáng (7.01) và nền tóc của mình cũng nâu vàng mà sau khi nhuộm lại thành màu đen luôn?? chỉ có chân tóc là hơi ánh sáng hơn màu đen tý!!,Màu Nhuộm L'Oreal Dưỡng Tóc Phủ Bạc 7.01 Vàng Sáng 172ml Đã mua hàng online,13: 10 | 05/10/2022,1.0
39,https://hasaki.vn/san-pham/mau-nhuom-l-oreal-duong-toc-phu-bac-01-den-tu-nhien-172ml-93123.html,"['94153', '93123', '3677', '94151', '3675', '3679', '93125', '3680', '2886', '3676', '2889', '4766', '61111']",93123,Cao Hạnh,"Lên màu ít, phải để lâu hơn hướng dẫn. Nhưng nhuộm xong tóc siêu mượt.",Màu Nhuộm L'Oreal Dưỡng Tóc Phủ Bạc 5.35 Nâu Socola 172ml Đã mua hàng online,20: 28 | 10/06/2022,4.0
40,https://hasaki.vn/san-pham/mau-nhuom-l-oreal-duong-toc-phu-bac-01-den-tu-nhien-172ml-93123.html,"['94153', '93123', '3677', '94151', '3675', '3679', '93125', '3680', '2886', '3676', '2889', '4766', '61111']",93123,Bích Bùi Thị,Màu nâu tự nhiên mà nhuộm xong giống màu đen ghê chắc phải chạy ra nắng đứng mới thấy màu được,Màu Nhuộm L'Oreal Dưỡng Tóc Phủ Bạc 4 Nâu Tự Nhiên 172ml Đã mua hàng online,14: 47 | 03/07/2021,4.0
41,https://hasaki.vn/san-pham/mau-nhuom-l-oreal-duong-toc-phu-bac-01-den-tu-nhien-172ml-93123.html,"['94153', '93123', '3677', '94151', '3675', '3679', '93125', '3680', '2886', '3676', '2889', '4766', '61111']",93123,Nguyễn thị thảo nguyên,Nhìn bộ sản phẩm xịn xò. Cơ mà mới mua lần đầu chưa có knh nghiệm. Tóc nữ ngang vai phải mua 2 hộp trở lên mới đủ nhuộm. Với mình mua màu 6.3 mà ngồi 2 tiếng nó mới hơi ngã nâu thôi à. Mình nghi nếu muốn nhuộm màu hơi được được phải mua màu siêu sáng ý. Bù lại xã xong tóc siêu mượt. Đây là điểm cộng duy nhất mình thấy,Kem Nhuộm L'Oréal Dưỡng Tóc Màu 6.30 Nâu Ánh Vàng Đã mua hàng online,06: 56 | 30/12/2020,4.0
42,https://hasaki.vn/san-pham/mau-nhuom-l-oreal-duong-toc-phu-bac-01-den-tu-nhien-172ml-93123.html,"['94153', '93123', '3677', '94151', '3675', '3679', '93125', '3680', '2886', '3676', '2889', '4766', '61111']",93123,Thúy Nhi,"tạm ổn, lên màu ít",Thuốc Nhuộm Tóc L'Oreal 4.2 Pearly Brown Đã mua hàng online,11: 18 | 23/05/2019,3.0
43,https://hasaki.vn/san-pham/dau-kho-da-nang-nuxe-duong-am-cho-da-mat-body-va-toc-100ml-97721.html,"['97713', '97721']",97721,Phạm Vân,Nhanh khô ko bóng dầu hay bết gì đâu. mùi thơm siêu siêu sang luôn. cảm giác khi bôi lên da mềm mịn hẳn,"Dầu Khô Đa Năng Nuxe Dưỡng Ẩm Cho Da Mặt, Body Và Tóc 100ml",20: 22 | 09/02/2023,5.0
44,https://hasaki.vn/san-pham/dau-kho-da-nang-nuxe-duong-am-cho-da-mat-body-va-toc-100ml-97721.html,"['97713', '97721']",97721,Hoàng Lan,Em này mình dùng hồi bên Pháp rồi nay mới về Việt Nam là vô mua liền . Bạn nv tư vấn nhiệt tình cho khách cách sử dụng . Dùng làm ủ tóc trc khi gội mượt lắm mà tóc khoẻ đỡ rụng nữa. Dùng tặng ng yêu là hết bài luôn ưng cực kỳ,"Dầu Khô Đa Năng Nuxe Dưỡng Ẩm Cho Da Mặt, Body Và Tóc 100ml",00: 21 | 15/03/2022,5.0
45,https://hasaki.vn/san-pham/dau-kho-da-nang-nuxe-duong-am-cho-da-mat-body-va-toc-100ml-97721.html,"['97713', '97721']",97721,Lan Trinh,Đỉnh lắm luôn . nay mua còn đx mini 2ml nữa đi du lịch đã ghê thơm dễ chịu,"Dầu Khô Đa Năng Nuxe Dưỡng Ẩm Cho Da Mặt, Body Và Tóc 100ml Đã mua hàng online",23: 00 | 26/11/2021,5.0
46,https://hasaki.vn/san-pham/dau-kho-da-nang-nuxe-duong-am-cho-da-mat-body-va-toc-100ml-97721.html,"['97713', '97721']",97721,Phan Diễm Phương Thảo,"Sản phẩm thấm nhanh, không bị bết dính. Hài lòng","Dầu Khô Đa Năng Nuxe Dưỡng Ẩm Cho Da Mặt, Body Và Tóc 100ml",21: 08 | 17/11/2021,5.0
47,https://hasaki.vn/san-pham/dau-xa-tresemme-ngan-ngua-toc-gay-rung-620g-87981.html,"['87971', '87973', '87981']",87981,Liên Phạm,"Mua 2 chai 1 chai mình xài 1 chai mẹ xài. chai mình mùi thơm mượt tóc. Chai kia k thơm, tóc k mượt tẹo nào",Dầu Xả TRESemmé Keratin Smooth Vào Nếp Suôn Mượt 620g Đã mua hàng online,20: 06 | 19/09/2022,1.0
48,https://hasaki.vn/san-pham/serum-buoi-milaganics-nuoi-duong-kich-thich-moc-toc-250ml-93001.html,"['101395', '93001', '16868']",93001,XUÂN,"Serum dùng ok . Mùi thấy thơm dễ chịu . Giá rẻ . Điểm trừ là hơi bết, vòi xịt dễ hư tắt nghẽn",Serum Bưởi Milaganics Ngăn Rụng & Kích Thích Mọc Tóc 100ml Đã mua hàng online,05: 20 | 06/09/2020,4.0
49,https://hasaki.vn/san-pham/serum-buoi-milaganics-nuoi-duong-kich-thich-moc-toc-250ml-93001.html,"['101395', '93001', '16868']",93001,Hà Mỹ Duyên,"mình thì k thích mấy cái chai có mùi hương liệu quá nhiều, nhưng mà thực sự chai này mùi bưởi khá thơm sài cũng ok","Serum Bưởi Milaganics Dành Cho Tóc Gãy Rụng, Khô Xơ 100ml Đã mua hàng online",12: 19 | 01/09/2020,5.0
50,https://hasaki.vn/san-pham/serum-buoi-milaganics-nuoi-duong-kich-thich-moc-toc-250ml-93001.html,"['101395', '93001', '16868']",93001,đoàn thị trúc,sản phẩm tốt nhưng làm như sản phẩm Việt Nam là phải thiết kế bao bì xấu như vậy hay sao ý,"Serum Bưởi Milaganics Dành Cho Tóc Gãy Rụng, Khô Xơ 100ml Đã mua hàng online",01: 41 | 13/02/2020,5.0
51,https://hasaki.vn/san-pham/serum-buoi-milaganics-nuoi-duong-kich-thich-moc-toc-250ml-93001.html,"['101395', '93001', '16868']",93001,Anh Thu Nguyen Le,"sản phẩm đóng gói cẩn thận, mùi chai tinh dầu rất thơm nha, sản phẩm này nuôi dưỡng, phục hồi và kích thích mọc tóc cho bạn nào muốn","Serum Bưởi Milaganics Dành Cho Tóc Gãy Rụng, Khô Xơ 100ml Đã mua hàng online",10: 01 | 29/06/2019,5.0
52,https://hasaki.vn/san-pham/serum-buoi-milaganics-nuoi-duong-kich-thich-moc-toc-250ml-93001.html,"['101395', '93001', '16868']",93001,Nguyễn Như,"hiệu quả, ko bết tóc. mùi dễ chịu dễ xịt! nên mua để tóc mọc nha mọi ng",Serum Bưởi Milaganics Ngăn Rụng & Kích Thích Mọc Tóc 100ml Đã mua hàng online,21: 40 | 22/09/2022,5.0
53,https://hasaki.vn/san-pham/serum-buoi-milaganics-nuoi-duong-kich-thich-moc-toc-250ml-93001.html,"['101395', '93001', '16868']",93001,Nguyen Thi Thu Thao,"Mình xài loại này rất thích, giảm rụng tóc hẳn, tuy nhiên đầu xịt hay tắc và rỉ nước, chắc nhiều người cmt quá nên nhà sx thiết kế vòi xịt mới nhìn rất ok.",Serum Bưởi Milaganics Ngăn Rụng & Kích Thích Mọc Tóc 100ml Đã mua hàng online,19: 19 | 22/09/2022,5.0
54,https://hasaki.vn/san-pham/serum-buoi-milaganics-nuoi-duong-kich-thich-moc-toc-250ml-93001.html,"['101395', '93001', '16868']",93001,Dung Tú,"mới xịt thì thơm mùi bưởi ngọt lắm, nhưng để chút là bay mất, mùi đọng lại khó chịu. vòi xịt cũng hay nghẹt.",Serum Bưởi Milaganics Ngăn Rụng & Kích Thích Mọc Tóc 100ml Đã mua hàng online,20: 47 | 15/09/2022,3.0
55,https://hasaki.vn/san-pham/serum-buoi-milaganics-nuoi-duong-kich-thich-moc-toc-250ml-93001.html,"['101395', '93001', '16868']",93001,xuân hiền,"Xài lần đầu mình cảm thấy khó chịu cái vòi quá tệ, serum chảy ra ngoài dù mình không xịt nha.",Serum Bưởi Milaganics Ngăn Rụng & Kích Thích Mọc Tóc 500ml Đã mua hàng online,22: 50 | 01/09/2022,3.0
56,https://hasaki.vn/san-pham/serum-buoi-milaganics-nuoi-duong-kich-thich-moc-toc-250ml-93001.html,"['101395', '93001', '16868']",93001,Trần Đỗ Thanh Thảo,"thơm mùi bưởi lắm, mới dùng nên chưa biết có công dụng gì không, đc tặng thêm 1 đầu xịt nữa nên okela",Serum Bưởi Milaganics Ngăn Rụng & Kích Thích Mọc Tóc 100ml Đã mua hàng online,17: 24 | 18/08/2022,5.0
