,link_item,data_product_id_list,data_product_id,name_comment,content_comment,product_variant,datetime_comment,rating
0,https://hasaki.vn/san-pham/gel-rua-mat-bioderma-danh-cho-da-dau-hon-hop-200ml-1750.html,"['1750', '98521', '95721', '108738', '106815']",1750,Linh Vo,"Theo cảm nhận của mình, độ tạo bọt tốt,da ẩm mượt, về mùi hương thì khá thơm, mua được giá tốt 228 cành chai 200ml, khá ưng. Mình rất thích những sản phẩm của Bioderma",Gel Rửa Mặt Bioderma Dành Cho Da Dầu & Hỗn Hợp 200ml (Tuýp) Đã mua hàng online,20: 15 | 09/11/2023,5.0
1,https://hasaki.vn/san-pham/gel-rua-mat-bioderma-danh-cho-da-dau-hon-hop-200ml-1750.html,"['1750', '98521', '95721', '108738', '106815']",1750,Duy Quang,Chân ái của tui,Gel Rửa Mặt Bioderma Dành Cho Da Dầu & Hỗn Hợp 200ml (Tuýp) Đã mua hàng online,02: 34 | 24/08/2023,5.0
2,https://hasaki.vn/san-pham/gel-rua-mat-bioderma-danh-cho-da-dau-hon-hop-200ml-1750.html,"['1750', '98521', '95721', '108738', '106815']",1750,Phương Linh,"Dùng qua nhiều loại sản phẩm sữa rửa mặt thì sản phẩm này là dùng tốt nhất da không bị căng cứng sau khi rửa, kiềm dầu rất tốt lại là dược mỹ phẩm an toàn và lành tính cho da đây là sản phẩm chân ái dành cho những ai đang bị mụn và nhiều dầu.",Gel Rửa Mặt Bioderma Dành Cho Da Dầu & Hỗn Hợp 200ml (Tuýp) Đã mua hàng online,03: 28 | 12/02/2023,5.0
3,https://hasaki.vn/san-pham/gel-rua-mat-bioderma-danh-cho-da-dau-hon-hop-200ml-1750.html,"['1750', '98521', '95721', '108738', '106815']",1750,Bảo Ngọc,Hơi bị thích luôn! Rửa sạch mà k bị cảm giác khô,Gel Rửa Mặt Bioderma Dành Cho Da Dầu & Hỗn Hợp 200ml (Tuýp) Đã mua hàng online,18: 59 | 27/12/2022,5.0
4,https://hasaki.vn/san-pham/gel-rua-mat-bioderma-danh-cho-da-dau-hon-hop-200ml-1750.html,"['1750', '98521', '95721', '108738', '106815']",1750,VÕ LINH,"mình xài thấy ổn, đã xài hết 1 tuýt 200ml và sẽ mua lại",Gel Rửa Mặt Bioderma Dành Cho Da Dầu & Hỗn Hợp 200ml (Tuýp) Đã mua hàng online,07: 59 | 06/12/2022,5.0
5,https://hasaki.vn/san-pham/gel-rua-mat-bioderma-danh-cho-da-dau-hon-hop-200ml-1750.html,"['1750', '98521', '95721', '108738', '106815']",1750,Nguyễn Thị Mỹ Duyên,Mình sài bị nổi mụn,Gel Rửa Mặt Bioderma Dành Cho Da Dầu & Hỗn Hợp 200ml (Tuýp) Đã mua hàng online,23: 22 | 03/10/2022,1.0
6,https://hasaki.vn/san-pham/gel-rua-mat-bioderma-danh-cho-da-dau-hon-hop-200ml-1750.html,"['1750', '98521', '95721', '108738', '106815']",1750,mylinh vo,"Sản phẩm dịu nhẹ, giảm nhờn, ok",Gel Rửa Mặt Bioderma Dành Cho Da Dầu & Hỗn Hợp 100ml Đã mua hàng online,17: 37 | 08/09/2022,5.0
7,https://hasaki.vn/san-pham/gel-rua-mat-bioderma-danh-cho-da-dau-hon-hop-200ml-1750.html,"['1750', '98521', '95721', '108738', '106815']",1750,My,Sp tốt. Rửa xong da ko bị căng hay khô,Gel Rửa Mặt Bioderma Dành Cho Da Dầu & Hỗn Hợp 200ml (Tuýp) Đã mua hàng online,19: 01 | 14/07/2022,5.0
8,https://hasaki.vn/san-pham/gel-rua-mat-bioderma-danh-cho-da-dau-hon-hop-200ml-1750.html,"['1750', '98521', '95721', '108738', '106815']",1750,Ann Vii,"sản phẩm dùng tốt,mình da bị dầu nặng nhưng rửa xong đủ ẩm không bị đổ dầu lại,giá thì theo mình hơi đắt tí nhưng chất lượng","Gel Rửa Mặt BIODERMA Cho Da Hỗn Hợp, Da Dầu 200ml Đã mua hàng online",12: 44 | 25/08/2019,5.0
9,https://hasaki.vn/san-pham/gel-rua-mat-bioderma-danh-cho-da-dau-hon-hop-200ml-1750.html,"['1750', '98521', '95721', '108738', '106815']",1750,Trần Kim Tuyên,"Sản phẩm tốt, rữa sạch mà không bị khô da.","Gel Rửa Mặt BIODERMA Cho Da Hỗn Hợp, Da Dầu 200ml Đã mua hàng online",14: 05 | 03/11/2018,5.0
10,https://hasaki.vn/san-pham/mini-sua-rua-mat-cerave-sach-sau-cho-da-thuong-den-da-dau-30ml-105977.html,[''],105977,Xuân Ái,"Mùi và chất giống simple màu xanh lá, sau khi rửa xong cũng để lại cảm giác nhớt nhớt một tí, mình da thường thấy cũng bình thường, sẽ không mua lại",[Mini] Sữa Rửa Mặt CeraVe Sạch Sâu Cho Da Thường Đến Da Dầu 30ml Đã mua hàng online,14: 00 | 01/03/2024,4.0
11,https://hasaki.vn/san-pham/mini-sua-rua-mat-cerave-sach-sau-cho-da-thuong-den-da-dau-30ml-105977.html,[''],105977,Đỗ Thúy Quỳnh,"Mua về dùng thử hoặc cho vào túi xách mang đi làm đều tiện. Sữa rửa mặt dạng gel lỏng, mùi thơm nhẹ, rửa xong da mịn và sạch.",[Mini] Sữa Rửa Mặt CeraVe Sạch Sâu Cho Da Thường Đến Da Dầu 20ml Đã mua hàng online,11: 53 | 05/07/2023,5.0
12,https://hasaki.vn/san-pham/combo-10-mat-na-naruko-y-di-nhan-do-duong-sang-da-25ml-moi-97279.html,"['55822', '97275', '92613', '73471', '97271', '97279', '97273', '55873', '55792', '55801', '97277', '55867']",97279,Nguyen Tat Le Quang,ooo,Mặt Nạ NARUKO Tràm Trà Kiểm Soát Dầu Và Giảm Mụn 26ml Đã mua hàng online,16: 25 | 28/08/2019,5.0
13,https://hasaki.vn/san-pham/combo-10-mat-na-naruko-y-di-nhan-do-duong-sang-da-25ml-moi-97279.html,"['55822', '97275', '92613', '73471', '97271', '97279', '97273', '55873', '55792', '55801', '97277', '55867']",97279,Thuy Nguyen,chất lượng rất tốt phù hợp với da dầu,Combo 8 Miếng Mặt Nạ NARUKO Tràm Trà Kiểm Soát Dầu Và Giảm Mụn 26ml (Hộp) Đã mua hàng online,11: 03 | 26/08/2019,5.0
