,link_item,data_product_id_list,data_product_id,name_comment,content_comment,product_variant,datetime_comment,rating
0,https://hasaki.vn/san-pham/dau-goi-head-shoulders-sach-sau-sang-khoai-700ml-89173.html,"['89173', '89175', '89177', '89179']",89173,Phuong Ng,"Loại này dưỡng nhiều và có thể lên gàu nha, mình luôn gội 2 lần nhưng tóc ra vẫn không tơi lắm và hơi rít rít. Nên bạn nào da đầu hay ra dầu quá thì nên mua dòng classic clean",Dầu Gội Head & Shoulders Dưỡng Ẩm Da Đầu Khô 400ml Đã mua hàng online,09: 45 | 05/08/2023,4.0
1,https://hasaki.vn/san-pham/dau-goi-head-shoulders-sach-sau-sang-khoai-700ml-89173.html,"['89173', '89175', '89177', '89179']",89173,Trần Văn Sơn,"Được thật sự, mình bị viêm da tiết bã. Đang dùng cái này xen lẫn với head mỹ trị gàu( màu cam). Head cam trị gàu tốt hơn còn cái này thì dùng tóc mượt với đỡ khô xơ hơn. Trc dùng mỗi selsun thì tóc với da đầu khô lắm",Dầu Gội Head & Shoulders Dưỡng Ẩm Da Đầu Khô 400ml Đã mua hàng online,23: 46 | 27/02/2023,5.0
2,https://hasaki.vn/san-pham/serum-duong-toc-ellips-vitamin-suc-song-moi-hu-50-vien-92647.html,"['92651', '92675', '92653', '92655', '92657', '92673', '92659', '92661', '92649', '92647', '92671', '92669']",92647,Trần Thị Hà Phương,"Xài cũng mượt mà mùi hơi khó chịu, hôi mùi thuốc duỗi tóc.",Serum Dưỡng Tóc Ellips Vitamin Phục Hồi Hư Tổn Vỉ 6 Viên Đã mua hàng online,19: 25 | 12/12/2023,4.0
3,https://hasaki.vn/san-pham/serum-duong-toc-ellips-vitamin-suc-song-moi-hu-50-vien-92647.html,"['92651', '92675', '92653', '92655', '92657', '92673', '92659', '92661', '92649', '92647', '92671', '92669']",92647,Trần Thị Hà Phương,"Màu vàng và nâu thơm, xài mượt tóc, mà phải xài hàng ngày, ngưng là tóc bị khô lại.",Serum Dưỡng Tóc Ellips Vitamin Óng Mượt Vỉ 6 Viên Đã mua hàng online,19: 23 | 12/12/2023,5.0
4,https://hasaki.vn/san-pham/serum-duong-toc-ellips-vitamin-suc-song-moi-hu-50-vien-92647.html,"['92651', '92675', '92653', '92655', '92657', '92673', '92659', '92661', '92649', '92647', '92671', '92669']",92647,Khánh Ly,Thơm lắm nha,Serum Dưỡng Tóc Ellips Vitamin Óng Mượt Vỉ 6 Viên Đã mua hàng online,14: 39 | 15/04/2023,5.0
5,https://hasaki.vn/san-pham/serum-duong-toc-ellips-vitamin-suc-song-moi-hu-50-vien-92647.html,"['92651', '92675', '92653', '92655', '92657', '92673', '92659', '92661', '92649', '92647', '92671', '92669']",92647,Trần Lũy,"Sức lên mượt tóc ghê á, thơm nữa.",Serum Dưỡng Tóc Ellips Vitamin Phục Hồi Hư Tổn Hũ 50 viên,09: 34 | 17/03/2023,5.0
6,https://hasaki.vn/san-pham/serum-duong-toc-ellips-vitamin-suc-song-moi-hu-50-vien-92647.html,"['92651', '92675', '92653', '92655', '92657', '92673', '92659', '92661', '92649', '92647', '92671', '92669']",92647,Phúc Diễm,"xài rất ok. thơm nữa, ko dính bết gì hết, mà sao giá càng tăng trước mình mua có 139k thùi",Serum Dưỡng Tóc Ellips Vitamin Phục Hồi Hư Tổn Hũ 50 viên Đã mua hàng online,16: 21 | 10/02/2023,5.0
7,https://hasaki.vn/san-pham/serum-duong-toc-ellips-vitamin-suc-song-moi-hu-50-vien-92647.html,"['92651', '92675', '92653', '92655', '92657', '92673', '92659', '92661', '92649', '92647', '92671', '92669']",92647,Xuyến Moon,mùi thơm nha dưỡng chất nhìu lắm tóc tui dài nên sử dụng sáng tối một viên là dc hai lần.còn bà nào tóc ít hoặc ngắn thì 2.5/3l một viên củng dc,Serum Dưỡng Tóc Ellips Vitamin Óng Mượt Vỉ 6 Viên Đã mua hàng online,20: 57 | 02/02/2023,4.0
8,https://hasaki.vn/san-pham/serum-duong-toc-ellips-vitamin-suc-song-moi-hu-50-vien-92647.html,"['92651', '92675', '92653', '92655', '92657', '92673', '92659', '92661', '92649', '92647', '92671', '92669']",92647,Oanh Kiều,"sp dùng tốt ạ. k bết dính thoa vào thấm nhanh như chưa dùng z.định mua 1 hủ mà giá cao quá, với lại 1v sd 1.lần k hết nên mình chuyển qua loại khác",Serum Dưỡng Tóc Ellips Vitamin Óng Mượt Vỉ 6 Viên Đã mua hàng online,20: 54 | 04/01/2023,5.0
9,https://hasaki.vn/san-pham/serum-duong-toc-ellips-vitamin-suc-song-moi-hu-50-vien-92647.html,"['92651', '92675', '92653', '92655', '92657', '92673', '92659', '92661', '92649', '92647', '92671', '92669']",92647,Vũ Thị Thủy Trúc,"mình xài hủ màu hồng, tóc nhuộm và uốn nên rất khô sơ, xài thấy có sự cải thiện.",Serum Dưỡng Tóc Ellips Vitamin Phục Hồi Hư Tổn Hũ 50 viên Đã mua hàng online,01: 11 | 03/01/2023,5.0
